pub_date,description,sentiment
2024-11-04 09:00:00,KB증권은 지난달 23일부터 AI 실적속보를 통해 삼성전자 <SK하이닉스> 현대차 HD현대건설기계 마이크로소프트 알파벳A 메타 플랫폼즈 스타벅스 등 주요 국내외 기업의 실적 발표 핵심 내용을 전달했다 이번 3분기,0
2024-11-04 09:00:00,삼성전자  086  <SK하이닉스>  181  LG에너지솔루션  061  삼성바이오로직스  03  현대차  094  삼성전자우  0  셀트리온  011  기아  170  KB금융  174  NAVER  236  같은시각,0
2024-11-04 09:00:00,NAVER23 <SK하이닉스>126 기아095 현대차07 삼성전자051는 강세를 보이고 있다 반면 KB금융153 LG화학094 현대모비스08 삼성SDI06 LG에너지솔루션036 POSCO홀딩스03는 하락,0
2024-11-04 09:00:00,특히 <SK하이닉스>가 지난해 8조원에 가까운 대규모 영업적자를 기록한 위기를 극복하고 지난 3분기 7조원의 역대 최대 분기 영업이익을 기록하는 등 시장 선도기업으로 도약할 수 있었던 요인을 소개하는 시간도,1
2024-11-04 09:00:00,반도체 대장주인 삼성전자와 <SK하이닉스>는 각각 069 165 상승하고 있다 현대차 삼성전자우 셀트리온 기아 NAVER 등도 오름세다 이에 비해 LG에너지솔루션은 073 하락하고 있다 KB금융도 174 주가가,1
2024-11-04 09:00:00,삼성전자005930가 400원069 올라 5만 8700원에 거래되는 가운데 <SK하이닉스>000660도 104 강세다 엘앤에프066970가 부진한 실적에 2대 약세다 지난 1일 엘앤에프의 3분기 실적은 매출액 3516억원으로 전년 동기,2
2024-11-04 09:00:00,<SK하이닉스>는 전장보다 104 오른 18만4100원에 거래 중이다 이 외에는 현대차070 기아095 NAVER265 등이 강세를 삼성바이오로직스020 KB금융207 신한지주019 등이 약세를 보이고 있다 같은,1
2024-11-04 09:00:00,한국거래소에 따르면 오전 9시 2분 현재 삼성전자는 직전거래일 대비 103 상승한 5만8900원 <SK하이닉스>는 104 상승한 18만4100원에 각각 거래 중이다 같은 시각 코스피 지수는 직전거래일 대비 655포인트026,1
2024-11-04 09:00:00,65 규모 공급계약사무자동화장비 유지보수 용역 체결계약기간2024110120271031 테스 <SK하이닉스>와 98억원최근 매출액대비 667 규모 공급계약반도체 제조장비 체결계약기간202410312024,0
2024-11-04 09:00:00,이번 세미나에서는 <SK하이닉스>가 지난해 8조원에 가까운 대규모 영업적자를 기록한 위기를 극복하고 지난 3분기 7조원의 역대 최대 분기 영업이익을 기록하는 등 시장 선도기업으로 도약할 수 있었던 요인을,1
2024-11-04 09:00:00,<SK하이닉스>는 투자금 38억7000만달러 보조금 4억5000만달러가 예정됐다 반도체는 1997년 세계무역기구WTO의 정보기술협정에 따라 전세계적으로 무관세로 수출입이 이뤄진다 보조금 정책을 백지화하겠다는 이번 발언은,0
2024-11-04 09:00:00,국지도 57호선을 이용하면 <SK하이닉스>가 진행 중인 원삼면 일대의 용인 반도체클러스터 일반산업단지와 예비타당성 조사가 면제된 45번 국도는 삼성전자가 주도하는 이동남사읍 일대의 첨단 시스템반도체,0
2024-11-04 09:00:00,에이직랜드는 <SK하이닉스>와 310억원 규모 컴퓨트익스프레스링크CXL 적용 주문형 반도체 설계 공급 계약을 체결했다고 4일 공시했다 계약금액은 최근 매출액 대비 419다 계약기간은 지난 1일부터 2026년,1
2024-11-04 09:00:00,주요 구성종목을 살펴보면 <SK하이닉스>152 삼성전자127 현대차83 셀트리온70 기아61 신한지주60 KTG27 삼성화재27 우리금융지주26 한화에어로스페이스23 이고 정보기술,0
2024-11-04 09:00:00,이번 세미나에서는 <SK하이닉스>가 지난해 8조원에 가까운 대규모 영업적자를 기록한 위기를 극복하고 지난 3분기 7조원의 역대 최대 분기 영업이익을 기록하는 등,0
2024-11-04 09:00:00,경쟁사인 <SK하이닉스>는 인공지능AI 반도체 열풍이 지속되면서 고대역폭 메모리HBM 수요 증가에 최대 수혜자가 되고 있다 반면 삼성전자는 HBM3E 8단 제품 퀄테스트를 통과하지 못하면서 HBM 시장에서 입지가,2
2024-11-04 08:00:00,주요 구성종목을 살펴보면 <SK하이닉스>152 삼성전자127 현대차83 셀트리온70 기아61 신한지주60 KTG27 삼성화재27 우리금융지주26 한화에어로스페이스23 이다 이 외에도,0
2024-11-04 08:00:00,주요 구성종목은 <SK하이닉스> 삼성전자 현대차 셀트리온 기아 등 100종목이며 총보수는 0009이다 분배일은 매월 15일로 월 중 배당을 지급한다 ETF는 기업 가치 우수 종목뿐만 아니라 향후 기업가치 성장이,0
2024-11-04 08:00:00,황 대표는 코스피의 30 정도에 해당하는 삼성전자와 <SK하이닉스>가 꺾이다 보니 한국 시장이 부진하다며 올해 하반기와 내년 상반기에는 전력 관련 업종의 수요가 좋을 전망이지만 한국 전체 시가총액으로 봤을 때,2
2024-11-04 08:00:00,주요 구성 종목은 <SK하이닉스> 삼성전자 현대차 셀트리온 기아 등 100종목이고 총보수는 0009이다 분배일은 매월 15일로 월 중 배당금을 지급한다 해당 ETF는 기업 가치 우수 종목뿐만 아니라 향후 기업가치,0
2024-11-04 08:00:00,주요 구성종목을 살펴보면 <SK하이닉스>152 삼성전자127 현대차83 셀트리온70 기아61 신한지주60 KTG27 삼성화재27 우리금융지주26 한화에어로스페이스23 등이 있고 정보기술 소재 금융,0
2024-11-04 08:00:00,스마트투데이김세형 기자 에이직랜드는 <SK하이닉스>로부터 CXL이 적용된 주문형 반도체 설계 용역을 수주했다고 4일 공시했다 총 310억5400만원 규모로 지난해 매출의 419에 달한다 계약 기간은 2026년,1
2024-11-04 08:00:00,고 연구원은 9월 말 지수 발표 이후 성과를 보면 고려아연 한화에어로스페이스 <SK하이닉스>의 기여도가 가장 높은 편이라며 경영권 분쟁 후 유동성이 부족해지고 있어 고려아연의 경우 지수 추종자금이 유입되는,1
2024-11-04 08:00:00,주요 구성종목을 살펴보면 <SK하이닉스>152 삼성전자127 현대차83 셀트리온70 기아61 신한지주60 KTG27 삼성화재27 우리금융지주26 한화에어로스페이스23 이고,0
2024-11-04 08:00:00,삼성전자와 <SK하이닉스>가 3분기 실적을 공개한 가운데 두 회사 메모리 사업 분야 영업이익률 격차가 눈길을 끈다 메모리 사업 중심인 <SK하이닉스>는 영업이익률을 공개했다 40 삼성전자는 이 분야 영업이익률을,0
2024-11-04 08:00:00,주요 구성종목은 <SK하이닉스> 삼성전자 현대차 셀트리온 기아 등 100종목이며 총보수는 0009이다 분배일은 매월 15일이다 월 중 배당금을 지급한다 ETF는 기업 가치 우수 종목뿐만 아니라 향후 기업가치,0
2024-11-04 08:00:00,주요 구성종목은 <SK하이닉스> 삼성전자 현대차 셀트리온 기아 등 100종목이며 총보수는 0009이다 분배일은 매월 15일로 월 중 배당을 지급한다 ETF는 기업 가치 우수 종목뿐만 아니라 향후 기업가치 성장이,0
2024-11-04 08:00:00,이 외에도 유영상 SK텔레콤 사장 곽노정 <SK하이닉스> 사장은 AI 전략과 제품 개발 현황을 공개하는 AI 언팩 쇼케이스를 진행한다 또 챗GPT 개발사인 오픈AI의 그레그 브로크먼 회장 겸 사장 라니 보카르,0
2024-11-04 08:00:00,삼성전자와 <SK하이닉스>가 각각 152 220 하락한 것을 비롯해 국내 반도체주가 줄줄이 내렸다 지난주 말1일 뉴욕 증시는 충격적으로 저조한 미국 10월 고용 지표에도 불구하고 아마존 실적에 주목하며 반등했다 10월,2
2024-11-04 08:00:00,주요 구성종목은 <SK하이닉스> 삼성전자 현대차 셀트리온 기아 등 100종목이며 총보수는 0009이다 분배일은 매월 15일로 월 중 배당을 지급한다 ETF는 기업 가치 우수 종목뿐만 아니라 향후 기업가치 성장이 기대되는,0
2024-11-04 08:00:00,반면 한국은 삼성전자SK 하이닉스 대만은 TSMC가  AI 반도체 시장을 주도하며 경제 성장을 이끌고 있다 새로운 성장 동력이 없는 일본의 1위 탈환은 당분간 어려울 것으로 보인다 우리에게는 좋은 소식이 아닐 수,2
2024-11-04 08:00:00,그는 9월 말 지수 발표 이후 성과를 보면 고려아연 한화에어로스페이스 <SK하이닉스>의 기여도가 가장 높은 편이라며 특히 경영권 분쟁 관련 유동성이 부족해지는 고려아연의 경우 지수 추종 자금의 편입 수요가,1
2024-11-04 08:00:00,<SK하이닉스>도 22 추가 조정을 받으며 18만 2200원이었습니다 불확실성이 커진 상황에서 반도체쪽 투심이 많이 약해진 모습입니다 삼성바이오로직스와 셀트리온도 약했습니다 반면 LG에너지솔루션 123 올랐는데요,2
2024-11-04 08:00:00,삼성전자의 실적이 전망치를 밑돈 반면 <SK하이닉스>는 실적이 대폭 상승하면서 위기론이 더 커지고 있다 삼성전자의 올해 3분기 DS 부문의 영업이익은 3조8600억 원 영업이익률은 132를 기록했다 이에 비해,1
2024-11-04 08:00:00,특히 삼성전자와 <SK하이닉스>가 각각 152 220 하락하면서 국내 반도체주가 일제히 내렸다 반면 지난주 뉴욕 증시는 저조한 미국 10월 고용 지표에도 불구하고 아마존 실적 호조에 힘입어 반등했다 아마존의 올해,2
2024-11-04 08:00:00,특히 나스닥지수가 27 급락하면서 국내 증시에서도 삼성전자와 <SK하이닉스> 등 반도체주에 대한 투자심리가 위축됐습니다 삼성전자 주가는 5세대 고대역폭메모리 HBM3E의 납품에 대한 기대에도 세부 사항이 부족하다는,2
2024-11-04 08:00:00,삼성전자와 <SK하이닉스>가 각각 152 220 하락한 것을 비롯해 국내 반도체주가 줄줄이 내렸다 지난주 말1일 뉴욕 증시는 충격적으로 저조한 미국 10월 고용 지표에도 불구하고 아마존 실적에 주목하며 반등했다 10월,2
2024-11-04 08:00:00,<SK하이닉스> 자회사인 SK키파운드리는 8인치 GaN 기반의 전력반도체 양산을 내년 하반기로 잡고 있다 또 GaN보다 성능이 뛰어난 SiC 전력 반도체 양산을 위해 웨이퍼 협력 업체와 함께 8인치 웨이퍼도 개발 중이다,1
2024-11-04 07:00:00,유영상 SK텔레콤 사장 곽노정 <SK하이닉스> 사장은 AI 전략과 제품 개발 현황을 공개하는 AI 언팩 쇼케이스를 진행한다 또 챗GPT 개발사인 오픈AI의 그레그 브로크먼 회장 겸 사장 라니 보카르 마이크로소프트MS,0
2024-11-04 07:00:00,삼성전자 울고  <SK하이닉스> 웃고 상반된 분위기 美 대선 이후 연준 한 번 더 금리 인하 예의주시 삼성전자는 올해 3분기 반도체 부문에서 4조 원에 못 미치며 기대치를 하회하는 영업이익을 냈다 지난달,0
2024-11-04 07:00:00,비영리 공익법인 설립을 통한 간접지원 방안도 훌륭한 대안될 수 있다 <SK하이닉스>의 기부금으로 운영되는 일환경건강센터 현대자동차의 출연금으로 운영되는 산업안전상생재단 등이 좋은 선례다 일환경건강센터 PL,0
2024-11-04 07:00:00,이게 <SK하이닉스>하고 마이크론테크놀로지 같은 경우 이미 테스트를 했고 그런데 지금 1년 가까이 가도록 삼성전자가 테스트를 못하고 있는 상태다 보니까 향후에 실적에 대한 기대감도 굉장히 떨어져 있던 상태였는데요,2
2024-11-04 07:00:00,<SK하이닉스>와 삼성전자가 컴퓨트익스프레스링크CXL 컨트롤러 내재화를 준비 중이다 포스트 고대역폭메모리HBM가 될 것으로 예상되는 CXL 메모리 시장에 대응하기 위해서다 현재 <SK하이닉스>와 삼성전자의 CXL,0
2024-11-04 07:00:00,하지만 그들은 좋은 회사를 우리에게 주지는 않을 겁니다 이미 보조금을 약속 받고 미국 공장 건설을 추진 중인 삼성전자와 <SK하이닉스>가 계획을 조정해야 할 수도 있습니다 트럼프는 바이든 정부의 친환경 자동차,2
2024-11-04 07:00:00,마이크론 하반기 추가 수주 기대 국내 고객사 추가 확보 노력 <SK하이닉스>가 TC본더 장비 다변화를 시도하고 있지만 독점 납품하던 한미반도체가 마이크론에 장비 납품 물꼬를 트면서 추가 수주가 기대되는 등 당분간,0
2024-11-04 07:00:00,밸류업 ETF는 또 우량 종목을 담을 포트폴리오 비중이 최대 15로 되어 있어 삼성전자나 <SK하이닉스> 등 시가총액 비중도 크고 성장성이 높은 종목을 담기에는 한계가 있다 밸류업 지수 자체가 한편으론 코스피 등 기존,2
2024-11-04 07:00:00,삼성도 저가 메모리 생산이 메인  삼성과 <SK하이닉스>가 중국의 추격을 안심할 수 없는 이유 여전히 레거시 D램은 삼성전자와 <SK하이닉스>의 중요한 매출원이기 때문입니다 지금부터 반도체 업계에서 가장,0
2024-11-04 07:00:00,AI 반도체 붐의 대표 수혜기업인 <SK하이닉스>가 9월 신입경력 채용 지원 서류 접수를 마감한 지 한 달 만에 경력 채용 공고를 내고 서류를 접수받는다 올해만 5번째 경력직 모집이다 최근 반도체 업계에서,0
2024-11-04 07:00:00,또한 <SK하이닉스>가 AI 반도체 시장 선도기업으로 도약한 요인을 곽노정 <SK하이닉스> CEO가 직접 소개하는 시간도 가졌다 강도 높은 리밸런싱 연말 임원 인사 관심 SK그룹은 이번 CEO 세미나에서 논의된 내용을,0
2024-11-04 06:00:00,삼성전자와 <SK하이닉스>는 미국과 중국 사이에서 반도체 기술 수출 균형을 맞추기 위해 고심하고 있으며 현대자동차그룹은 IRA 대응을 위해 미국 현지 생산을 확대하고 있다 LG에너지솔루션은 북미유럽아시아에,0
2024-11-04 06:00:00,삼성전자와 <SK하이닉스>가 고대역폭메모리HBM 등 AI반도체 중심으로 사업 경쟁력 강화에 나선 가운데 중국이 범용 반도체 경쟁력 강화에 나서면서 메모리 수익구조가 흔들릴 수 있다는 우려가 나온다 삼성전자의,0
2024-11-04 06:00:00,삼성전자는 고대역폭 메모리HBM 공급 기대감에 반등했지만 <SK하이닉스>를 비롯한 기존 HBM 밸류체인 종목들은 하락세를 면치 못했다 고려아연의 유상증자 결정으로 코스피는 추가 하락 압력을 받았다 이번 주에는 미국,2
2024-11-04 06:00:00,곽노정 <SK하이닉스> CEO는 세미나에서 올해 실적 개선은 단순히 반도체 시장 회복에 편승한 결과가 아니었다면서 낸드플래시 생산기지인 청주 M15을 고대역폭 메모리HBM 생산라인으로 구축하는 과감한,1
2024-11-04 06:00:00,보조금을 약속받고 미 공장 건설을 추진 중인 삼성전자와 <SK하이닉스>로선 계획을 수정해야 할 수 있습니다 여기에 친환경 자동차 보조금도 축소폐기 가능성이 있는데 자동차와 배터리 업계로선 불확실성이 커질 수밖에,2
2024-11-04 06:00:00,SK이노베이션에서 59조원 <SK하이닉스>에서 27조원을 수출했다 최태원 SK그룹 회장이 지난 8월 5일 경기 이천시 <SK하이닉스> 이천캠퍼스를 방문해 <SK하이닉스> 주요 경영진과 HBM 생산 현장을 점검하고 있다 또한,0
2024-11-04 06:00:00,특히 삼성전자와 SK 하이닉스 같은 반도체 대기업과 연계된 계약학과가 다수 포함되면서 취업 혜택과 안정성이 높은 실용 전공들이 인기를 끌고 있는 상황입니다 계속되는 취업난 속에서 이 같은 추세는 당분간 이어질,0
2024-11-04 06:00:00,미국에선 AMD와 인텔 한국에선 <SK하이닉스>와 삼성전자가 대표적입니다 엔비디아는 관련 대장주로 아직 추세가 유효한 종목이지만 실적 서프라이즈의 강도와 성장률은 둔화가 불가피해 보입니다 중장기 고점 판단은,2
2024-11-04 06:00:00,이를 피하기 위해 성과 중심의 구성이 필요했기 때문에 <SK하이닉스>와 같은 종목을 많이 포함한 것으로 안다 밸류업은 장기적인 관점에서 잣대를 마련해야 한다 기업은 살아 있는 생명체와 같기 때문에 경영자도 3년 5년,0
2024-11-04 06:00:00,이슈폴 정민규 상상인증권 애널리스트 이오테크닉스 <SK하이닉스> 이오테크닉스는 1bnm 1cnm 등 선단공정 확대에 따른 레이저 신규 장비군 양산 매출 본격화로 실적 개선이 기대된다 <SK하이닉스>는 HBM의 타이트한,0
2024-11-04 06:00:00,무엇보다 HBM고대역폭메모리에서는 <SK하이닉스> 파운드리반도체 위탁생산에서는 TSMC에 각각 끌려 다니는 모습이 안타깝다 물론 과거 문재인 정권이 삼성전자를 겨냥하여 총수를 사법처리한 데 이어 노조를,2
2024-11-04 06:00:00,항소심대로면 최회장 가용재산 전부 줘야해 적대세력 4조 공개매수면 그룹 경영권 뺏겨 세계1위 메모리社 해외사냥꾼 먹잇감 될수도 대법원 충분한 시간갖고 제대로 심리판결해야 <SK하이닉스>가 지난 3분기 7조원,0
2024-11-04 06:00:00,반도체 업계 양대산맥인 삼성전자와 <SK하이닉스>가 올해 창립기념의 키워드를 인공지능AI으로 앞세우며 기술 리더십 강화를 주문했다 양사는 AI 반도체 시대 속 철저한 미래 준비와 기술적 역량을 쌓아 시장 내,0
2024-11-04 06:00:00,HBM 시장을 이끄는 <SK하이닉스>000660는 HBM 최대 수요처인 엔비디아 세계 1위 파운드리반도체 위탁 생산 TSMC와 동맹 수준의 협력 관계를 맺고 있다 유영상 SK텔레콤017670 사장 곽노정 <SK하이닉스> 사장은 AI,1
2024-11-04 05:00:00,SK그룹은 <SK하이닉스>000660를 제외하면 그룹 내 대부분 계열사들의 사업 실적이 부진하다 희망퇴직을 단행한 SK온 퇴직 격려금을 3억원으로 올려 인력을 감축하고 있는 SK텔레콤017670 등은 임원 수 축소에 나설 수,2
2024-11-04 05:00:00,우리도 삼성전자 <SK하이닉스> 현대차기아 LG에너지솔루션 한화큐셀 등이 대형 투자를 진행 중이다 그러나 트럼프는 바이든의 정책을 확 뒤집을 태세다 그는 반도체 보조금에 대해 10센트도 줄 필요가 없었다며,2
2024-11-04 03:00:00,SK이노베이션에서 59조원 <SK하이닉스>에서 27조원을 수출했다 한편 세미나에서는 <SK하이닉스>가 올해 3분기 역대 최대 분기 영업이익을 기록하는 등 시장 선도기업으로 도약할 수 있었던 요인을 소개하는 시간도,1
2024-11-04 03:00:00,삼성전자 <SK하이닉스> 등 국내 반도체 업계가 메모리 시장 양극화를 극복하기 위해 공장 라인을 조정하고 포트폴리오 수정에 나섰다 범용 반도체의 부진 인공지능AI 등 첨단 부문에 대한 시장 수요 확대라는,0
2024-11-04 00:00:00,삼성전자 위기설은 고대역폭메모리HBM 실기로 <SK하이닉스>에 영업이익을 역전당하면서 불이 붙었지만 사실 그것은 트리거에 불과할 뿐 가장 큰 원인은 내부에 있을지 모른다는 인식이 삼성전자 최고위층에 퍼진 점은,0
2024-11-04 00:00:00,<SK하이닉스> RD 인력도 필요시 24주 범위 내에서 주 평균 52시간을 맞추는 제도를 운영하고 있다 하지만 이것만으로는 밤을 새워 기술을 개발하는 경쟁국을 따라잡을 수 없다는 목소리가 높다 일부 핵심 연구원에 한해,2
2024-11-04 00:00:00,이석희 사장은 반도체 공정 전문가로 2019년부터 2022년까지 <SK하이닉스> 대표이사를 역임했다 이후 <SK하이닉스>가 인수한 미국 낸드플래시 자회사 솔리다임 의장을 맡다가 기술전문위원으로 물러났다 일선에서 멀어진,2
2024-11-04 00:00:00,대만 TSMC를 예로 들긴 했으나 트럼프 후보가 당선되면 삼성전자와 <SK하이닉스> 등 국내 기업의 대미 투자와 관련해 불확실성 확대를 예측할 수 있는 발언이었다 삼성전자는 2026년 가동을 목표로 텍사스주 테일러에,0
2024-11-03 23:00:00,협의된 공급 물량이 소량일 뿐만 아니라 판가도 <SK하이닉스>보다 낮기 때문이다 삼성전자는 엔비디아에 HBM3E 8단은 물론 12단 제품을 납품한다는 전제 하에 낮은 판가를 수용한 것으로 전해졌다 6세대 HBMHBM4에서,1
2024-11-03 22:00:00,<SK하이닉스>는 지난해 8조원에 가까운 대규모 영업적자를 기록한 위기를 극복하고 지난 3분기 7조원의 역대 최대 분기 영업 이익을 기록하는 등 시장 선도기업으로 도약할 수 있었던 요인을 소개하는 시간도,1
2024-11-03 22:00:00,특히 올해 연간 반도체 영업이익은 만년 2등으로 불렸던 <SK하이닉스>에 추월당할 것으로 전망됩니다 이에 재계와 시장의 시선은 이재용 회장의 입에 집중되고 있습니다 고 이건희 선대회장의 신경영 선언같은 과단성,0
2024-11-03 22:00:00,특히 <SK하이닉스>와 SK이노베이션은 각각 AI 반도체와 고부가가치 제품을 중심으로 수출 경쟁력을 강화하기로 했으며 중소 협력사 지원도 함께 추진할 방침이다 또한 외부 전문가들과 함께 그룹의 기존 문제점을,0
2024-11-03 21:00:00,특히 삼성전자와 SK 하이닉스 같은 반도체 대기업과 연계된 계약학과가 다수 포함되면서 취업 혜택과 안정성이 높은 실용 전공들이 인기를 끌고 있는 상황입니다 계속되는 취업난 속에서 이 같은 추세는 당분간 이어질,0
2024-11-04 09:00:00,시가총액 상위 종목에서는 삼성전자120 <SK하이닉스>170 현대차234 삼성전자우083 셀트리온011 기아318 POSCO홀딩스074 등은 강세를 보이고 있는 반면 삼성바이오로직스030 KB금융2,0
2024-11-04 09:00:00,빅터뉴스 빅터뉴스 기자 빅터뉴스 주간 코스피 15선 삼성전자 <SK하이닉스> LG에너지솔루션 삼성바이오로직스 현대차 셀트리온 기아 KB금융 신한지주 posco홀딩스 삼성물산 NAVER 삼성SDI LG화학,0
2024-11-04 09:00:00,KB증권은 지난 달 23일수부터 AI 실적속보를 통해 삼성전자005930 <SK하이닉스>000660 현대차005380 HD현대건설기계267270 마이크로소프트MSFT 알파벳AGOOGL 메타 플랫폼즈META 스타벅스SBUX 등 주요 국내외,0
2024-11-04 09:00:00,<SK하이닉스>로부터 CXL이 적용된 310억원 규모 주문형 반도체 설계 용역을 수주했다고 공시한 데 따른 것으로 풀이된다 이날 한국거래소에 따르면 오전 9시 42분 기준 에이직랜드는 전 거래일 대비 2900원713,1
